,job_id,company_id,Job_title,work_type,applies,remote_allowed,application_type,experience_level
5633,3757478372,35529767.0,Vice President of Software Engineering,Full-time,284.0,1.0,ComplexOnsiteApply,Executive
5634,3757478251,60059619.0,Utility Worker,Full-time,,,OffsiteApply,Entry level
5635,3757478233,64274685.0,Tier 2 VoIP Support Specialist,Full-time,1.0,,ComplexOnsiteApply,Associate
5636,3757478184,22456.0,Recruiting Coordinator,Full-time,12.0,,OffsiteApply,Entry level
5637,3757478182,2855513.0,Business Development Manager,Full-time,2.0,,ComplexOnsiteApply,Mid-Senior level
5638,3757478181,1052.0,Sales Executive Fiber,Full-time,,,OffsiteApply,Associate
5639,3757478022,52136858.0,Reagent Operations Scientist | 975158,Full-time,,,OffsiteApply,Mid-Senior level
5640,3757477989,32758.0,Quality Manager,Full-time,1.0,,OffsiteApply,Mid-Senior level
5641,3757477912,468160.0,Regional IAT  Customer Experience  Strategist,Full-time,,1.0,OffsiteApply,Director
5642,3757477832,2890763.0,Business Support Coordinator,Contract,,,OffsiteApply,
5643,3757477819,18744530.0,Relationship Manager,Full-time,11.0,,ComplexOnsiteApply,Entry level
5644,3757477779,23858.0,Account Manager,Full-time,4.0,,OffsiteApply,Entry level
5645,3757477709,2664556.0,LPN/LVN - Advanced Cardiovascular Life Support,Full-time,,,SimpleOnsiteApply,Entry level
5646,3757477707,2664556.0,Surgical Technician,Full-time,,,SimpleOnsiteApply,Entry level
5647,3757477696,2664556.0,MedSurg/Tele - CNA float pool,Full-time,,,SimpleOnsiteApply,Entry level
5648,3757477693,2664556.0,Surgical Technician - Allied,Full-time,,,SimpleOnsiteApply,Entry level
5649,3757477692,2664556.0,Surgical Technician - Certified Surgical Technologist,Full-time,,,SimpleOnsiteApply,Entry level
5650,3757477691,2664556.0,LPN/LVN,Full-time,,,SimpleOnsiteApply,Entry level
5651,3757477690,2664556.0,RN - Emergency Room,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5652,3757477682,8321687.0,Construction Superintendent,Full-time,4.0,,ComplexOnsiteApply,
5653,3757477577,2664556.0,RN - Medical-Surgical,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5654,3757477538,1828.0,Fire Safety Technician,Full-time,,,OffsiteApply,Associate
5655,3757477537,11056.0,Construction Project Coordinator,Contract,,,ComplexOnsiteApply,Associate
5656,3757477531,1828.0,Application Support Specialist,Full-time,3.0,,OffsiteApply,Mid-Senior level
5657,3757477530,43325.0,IT Technician,Contract,,,SimpleOnsiteApply,Mid-Senior level
5658,3757477483,15175510.0,Mold Setup,Full-time,,,OffsiteApply,
5659,3757477386,15862365.0,IT Audit Manager - Fortune 500 Life Sciences Company ,Full-time,,,ComplexOnsiteApply,Associate
5660,3757477250,2664556.0,Radiology Tech - Advanced Cardiovascular Life Support,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5661,3757477139,52136858.0,Business Analyst / Requirements Analyst – Remote | 974438,Full-time,9.0,1.0,OffsiteApply,Mid-Senior level
5662,3757477088,12957244.0,Senior Accounts Payable Manager,Full-time,2.0,,ComplexOnsiteApply,Mid-Senior level
5663,3757477052,590131.0,Survey Division Leader,Full-time,,,OffsiteApply,Executive
5664,3757476978,164731.0,Shipping Associate - 1st Shift,Full-time,,,OffsiteApply,Entry level
5665,3757476963,10324456.0,"Technical Manager, Oracle Cloud ERP - Procurement",Full-time,4.0,,ComplexOnsiteApply,Mid-Senior level
5666,3757476938,408027.0,Environmental Analyst I,Full-time,,,OffsiteApply,Entry level
5667,3757476934,408027.0,Laboratory Analyst II - Wet Chemistry,Full-time,,,OffsiteApply,Entry level
5668,3757476932,14542824.0,Senior Instructional Designer,Contract,68.0,1.0,ComplexOnsiteApply,Mid-Senior level
5669,3757476930,2685223.0,"Community Associate, Disputes Management",Full-time,7.0,,ComplexOnsiteApply,Entry level
5670,3757476929,61264.0,Technical Illustrator,Full-time,2.0,,OffsiteApply,Mid-Senior level
5671,3757476917,76693.0,Senior Substation Engineer w/PE - REMOTE WORK,Full-time,,1.0,OffsiteApply,Mid-Senior level
5672,3757476904,164621.0,Regional Sales Manager,Full-time,,1.0,OffsiteApply,Mid-Senior level
5673,3757476900,91107638.0,業務開發經理,Full-time,2.0,,SimpleOnsiteApply,
5674,3757476858,2254994.0,Senior Accountant,Full-time,4.0,,ComplexOnsiteApply,Mid-Senior level
5675,3757476850,15034.0,Lead Bartender-Angeline's,Full-time,,,OffsiteApply,Mid-Senior level
5676,3757476846,389561.0,Regional IAT  Customer Experience  Strategist,Full-time,3.0,1.0,OffsiteApply,Director
5677,3757476759,28148004.0,Environmental Specialist - Rail,Full-time,,,ComplexOnsiteApply,Associate
5678,3757476708,2664556.0,Occupational Therapist - Home Health,Full-time,,,SimpleOnsiteApply,Entry level
5679,3757476691,2664556.0,CT Technologist,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5680,3757476684,2664556.0,RN - Medical-Surgical,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5681,3757476670,2664556.0,RN - Dialysis,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5682,3757476657,95181710.0,Mechanical Applications Engineer II,Full-time,3.0,,ComplexOnsiteApply,Mid-Senior level
5683,3757476651,2664556.0,RN - Medical-Surgical,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5684,3757476618,2664556.0,Certified Nursing Assistant,Full-time,,,SimpleOnsiteApply,Entry level
5685,3757476610,2664556.0,Cath Lab Tech,Full-time,,,SimpleOnsiteApply,Entry level
5686,3757476600,8188.0,Occupational Health Nurse,Contract,,,ComplexOnsiteApply,
5687,3757476586,20894.0,Lead Monitoring Technician 12HR,Full-time,,,OffsiteApply,Mid-Senior level
5689,3757476519,28147179.0,Housing Development Manager,Full-time,2.0,,OffsiteApply,
5690,3757476488,19256.0,Senior Partnership Taxation Specialist,Full-time,,,ComplexOnsiteApply,Mid-Senior level
5691,3757476328,727218.0,Linux Administrator,Contract,1.0,,ComplexOnsiteApply,
5692,3757476254,1629106.0,Brewer 1,Full-time,,,OffsiteApply,Mid-Senior level
5693,3757476236,27239596.0,Inside Sales Manager,Full-time,152.0,1.0,ComplexOnsiteApply,Mid-Senior level
5694,3757476194,7099.0,KAM - Key Acct Mgr,Contract,,,OffsiteApply,Mid-Senior level
5695,3757476186,1279498.0,Historic Preservation Specialist,Full-time,2.0,,OffsiteApply,Associate
5696,3757476180,2435986.0,LTL Account Manager Associate,Full-time,,,OffsiteApply,Entry level
5697,3757476174,76452487.0,Cook- FT,Full-time,,,OffsiteApply,Entry level
5698,3757476004,425698.0,Director of Franchise Sales,Full-time,,1.0,ComplexOnsiteApply,
5699,3757476002,2254693.0,Cook Supervisor,Full-time,,,OffsiteApply,Mid-Senior level
5700,3757475982,99816187.0,Community Projects Manager,Other,1.0,,SimpleOnsiteApply,
5701,3757475966,6044.0,"Middleware Administrator, WebSeal",Contract,1.0,,ComplexOnsiteApply,Mid-Senior level
5702,3757475926,3184.0,"Organizational Strategy Consultant, Senior Specialist",Full-time,1.0,,OffsiteApply,Mid-Senior level
5703,3757475912,932766.0,"Registered Nurse - Cardiology, Brittonfield Office",Full-time,,,OffsiteApply,Mid-Senior level
5704,3757475910,10684.0,Senior Scrum Master,Full-time,4.0,,OffsiteApply,Mid-Senior level
5705,3757475907,13880.0,Information Technology Support Specialist,Full-time,45.0,,OffsiteApply,Associate
5706,3757475895,51701268.0,Warehouse Technician,Full-time,5.0,,ComplexOnsiteApply,Mid-Senior level
5707,3757475882,1633447.0,Senior Accountant - High Growth Real Estate Firm,Full-time,2.0,,ComplexOnsiteApply,Mid-Senior level
5708,3757475827,4167163.0,"Nursing Manager, SNF Case Management (RN)",Full-time,,,ComplexOnsiteApply,Associate
5709,3757475819,2664556.0,RN - Emergency Room,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5710,3757475818,2640665.0,Change Manager,Contract,3.0,,ComplexOnsiteApply,
5711,3757475815,2664556.0,RN,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5712,3757475807,2664556.0,RN - ICU,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5713,3757475793,2664556.0,Respiratory Therapist - Advanced Cardiovascular Life Support,Full-time,,,SimpleOnsiteApply,Entry level
5714,3757475772,10485253.0,Assistant Transportation Leader,Full-time,,,ComplexOnsiteApply,
5715,3757475749,2664556.0,RN - ICU,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5716,3757475717,2664556.0,Certified Nursing Assistant,Full-time,,,SimpleOnsiteApply,Entry level
5717,3757475716,2664556.0,Certified Nursing Assistant,Full-time,1.0,,SimpleOnsiteApply,Entry level
5718,3757475709,2664556.0,RN - Operating Room,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5719,3757475651,33242739.0,Alternative/Structured Credit Investment Associate/VP – Global Fund,Full-time,53.0,,SimpleOnsiteApply,Associate
5720,3757475650,2664556.0,RN - Medical-Surgical,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5721,3757475648,316602.0,Volunteer: Help neighbors in crisis. Join the Disaster Action Team!,Volunteer,,,OffsiteApply,Associate
5722,3757475622,6725.0,"Segment Producer, MSNBC Andrea Mitchell",Full-time,5.0,,ComplexOnsiteApply,Mid-Senior level
5723,3757475619,6725.0,"Director, MSNBC",Full-time,4.0,,ComplexOnsiteApply,Mid-Senior level
5724,3757475554,9259.0,People Technology and Data Specialist,Full-time,2.0,,OffsiteApply,Associate
5725,3757475545,71939.0,Progressive Care Nurse,Contract,,,ComplexOnsiteApply,Associate
5726,3757475492,805644.0,"Program Operations Coordinator, Country Office Unit and LAC Secretariat - 24042",Full-time,1.0,,OffsiteApply,Entry level
5727,3757475434,19022.0,Software Engineer,Full-time,59.0,,OffsiteApply,Entry level
5728,3757475408,746486.0,Senior SAP Data Intelligence Consultant,Contract,1.0,,ComplexOnsiteApply,Mid-Senior level
5729,3757475251,95073063.0,Quality Assurance Engineer,Full-time,,1.0,ComplexOnsiteApply,
5730,3757475224,11056.0,Licensed Clinical Social Worker,Full-time,,,ComplexOnsiteApply,Mid-Senior level
5731,3757475139,758440.0,Primary Care Physician,Full-time,,,ComplexOnsiteApply,Entry level
5732,3757475087,52136858.0,Senior Procurement Agent | 975152,Full-time,,,OffsiteApply,Mid-Senior level
5733,3757475086,81527214.0,Pharmacy Quality Coordinator,Full-time,1.0,,OffsiteApply,Entry level
5734,3757475030,86210832.0,Ejecutivo de negocios,Full-time,,,SimpleOnsiteApply,
5735,3757475026,856720.0,District Sales Manager - Spirit,Temporary,,,OffsiteApply,Mid-Senior level
5736,3757475007,3178.0,"Director, North American Benefit Operations",Full-time,1.0,,OffsiteApply,Director
5737,3757475001,166551.0,FSQA Technician - 1st Shift - Waverly Plant,Full-time,,,OffsiteApply,Entry level
5738,3757474870,166716.0,Certified Medical Assistant,Full-time,,,OffsiteApply,Entry level
5739,3757474842,1584206.0,"Director, Emotional Health & Wellness",Full-time,,,OffsiteApply,Director
5740,3757474823,2664556.0,RN - Emergency Room,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5741,3757474808,165158.0,Software Engineer L4 - Resilience Engineering,Full-time,50.0,,OffsiteApply,
5742,3757474719,15259054.0,Manufacturing Automation Engineer (30796),Full-time,,,ComplexOnsiteApply,Associate
5743,3757474668,76452487.0,Food Service Supervisor- FT,Full-time,,,OffsiteApply,Mid-Senior level
5744,3757474644,2254693.0,Driver,Full-time,,,OffsiteApply,Entry level
5745,3757474507,52136858.0,Business System Analyst – Remote | 974821,Full-time,8.0,1.0,OffsiteApply,Mid-Senior level
5746,3757474506,2664556.0,Certified Nursing Assistant - Advanced Cardiovascular Life Support,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5747,3757474505,81527214.0,Pharmacy Quality Coordinator,Full-time,8.0,1.0,OffsiteApply,Mid-Senior level
5748,3757474480,65650186.0,Product Test Engineer,Contract,8.0,,ComplexOnsiteApply,
5750,3757474437,10655062.0,Key Account Manager (Pro-AV) Mid-West,Full-time,20.0,1.0,ComplexOnsiteApply,Mid-Senior level
5751,3757474431,162620.0,"Director, Partnership Activation",Full-time,15.0,,OffsiteApply,
5752,3757474419,163253.0,Video Editor,Full-time,35.0,,ComplexOnsiteApply,Associate
5753,3757474401,16198955.0,Premium Auditor,Contract,,,ComplexOnsiteApply,Entry level
5754,3757474386,10976.0,Volunteer: Go for a run to help end Alzheimer's!,Volunteer,,,OffsiteApply,Associate
5755,3757474359,17880405.0,RN Case Manager,Full-time,,,ComplexOnsiteApply,Mid-Senior level
5756,3757474348,80406223.0,Client Advocate (Administrative Assistant),Full-time,,,OffsiteApply,Mid-Senior level
5757,3757474333,2855513.0,Carrier Sales Representative,Full-time,9.0,1.0,ComplexOnsiteApply,Mid-Senior level
5758,3757474302,23974.0,Manager of Leadership Programs - Young Professionals,Full-time,15.0,,ComplexOnsiteApply,
5759,3757474299,86971.0,Program Coordinator,Full-time,220.0,1.0,ComplexOnsiteApply,Entry level
5760,3757474098,316322.0,Construction Superintendent,Full-time,4.0,,SimpleOnsiteApply,Mid-Senior level
5761,3757474050,2922575.0,Mechanical Drafter,Contract,,,ComplexOnsiteApply,Associate
5762,3757474048,718282.0,Accountant,Full-time,6.0,,ComplexOnsiteApply,Mid-Senior level
5763,3757474040,7949941.0,Product Engineer,Full-time,11.0,,ComplexOnsiteApply,Mid-Senior level
5764,3757474026,2579911.0,Associate Marketing Manager I,Contract,7.0,,SimpleOnsiteApply,Entry level
5765,3757474020,1520184.0,Construction Loan Servicing Analyst,Full-time,8.0,,ComplexOnsiteApply,
5766,3757474008,2664556.0,Respiratory Therapist - Advanced Cardiovascular Life Support,Full-time,,,SimpleOnsiteApply,Entry level
5767,3757474003,718282.0,Contract Specialist,Full-time,,,ComplexOnsiteApply,Mid-Senior level
5768,3757473967,703025.0,Sales Enablement Manager,Full-time,,1.0,ComplexOnsiteApply,Entry level
5769,3757473867,1394857.0,Software Engineer ,Contract,42.0,,ComplexOnsiteApply,Associate
5770,3757473836,22503.0,Volunteer: Pet Compassion Transport Volunteer,Volunteer,,,OffsiteApply,Associate
5771,3757473814,24765.0,Program Manager Business Development,Full-time,2.0,,OffsiteApply,Mid-Senior level
5772,3757473688,42876933.0,React Developer,Contract,28.0,,ComplexOnsiteApply,Mid-Senior level
5773,3757473671,81527214.0,Pharmacy Quality Coordinator,Full-time,,,OffsiteApply,Mid-Senior level
5774,3757473629,2664556.0,MRI Technologist,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5776,3757473596,2664556.0,RN - Dialysis,Full-time,,,SimpleOnsiteApply,Mid-Senior level
5777,3757473590,52136858.0,Full Stack Java Developer – 75% Offsite | 975047,Full-time,18.0,1.0,OffsiteApply,Entry level
5778,3757473551,52136858.0,Industrial Engineer | 975056,Full-time,4.0,,OffsiteApply,Entry level
5779,3757473550,52136858.0,Program Manager | 975093,Full-time,1.0,,OffsiteApply,Entry level
5780,3757473519,29810.0,Civil Engineer/Utility Infrastructure,Full-time,,,OffsiteApply,Mid-Senior level
5781,3757473504,2254693.0,Cook Supervisor,Full-time,,,OffsiteApply,Mid-Senior level
5782,3757473493,3249631.0,Volunteer: Board Secretary,Volunteer,,,OffsiteApply,Associate
5783,3757473481,2627812.0,Fraud Investigator,Contract,,,ComplexOnsiteApply,
5784,3757473477,64629360.0,Sales Development Representative,Full-time,1.0,,ComplexOnsiteApply,
5785,3757473473,856720.0,District Sales Manager - Spirit,Temporary,,,OffsiteApply,Mid-Senior level
5786,3757473452,324604.0,Category Strategy Manager,Full-time,1.0,,OffsiteApply,Mid-Senior level
5787,3757473440,777243.0,Fund/Project Accountant,Full-time,1.0,,ComplexOnsiteApply,Mid-Senior level
5789,3757473196,937092.0,Volunteer: Tutor Middle School History to Low-Income Youth!,Volunteer,,,OffsiteApply,Associate
5790,3757473130,10346400.0,Manual QA,Full-time,3.0,,ComplexOnsiteApply,Mid-Senior level
5791,3757473115,22456.0,Assistant Director of Benefits,Full-time,4.0,,OffsiteApply,Director
5792,3757473104,12663962.0,Construction Project Executive,Full-time,6.0,,ComplexOnsiteApply,
5793,3757473097,18506580.0,Registered Nurse (RN) - CDU - Clinical Decision Unit - $30-44 per hour - 23041286,Full-time,,,OffsiteApply,Mid-Senior level
5794,3757473082,25461.0,Product Engineer,Contract,1.0,,ComplexOnsiteApply,Entry level
5795,3757473080,163828.0,Bank Sales & Service Representative (Universal Banker),Full-time,2.0,,OffsiteApply,
5796,3757473068,15156339.0,Senior System Test Engineer,Full-time,,,OffsiteApply,
5797,3757473058,51100.0,ITAM ServiceNow  Architect,Contract,,,ComplexOnsiteApply,
5798,3757473041,51100.0,ITAM Servicenow Architect,Contract,,,ComplexOnsiteApply,
5799,3757473036,760983.0,Dialysis Patient Care Technician,Full-time,,,OffsiteApply,Entry level
5800,3757473018,1052.0,Sales Executive Fiber,Full-time,3.0,,OffsiteApply,Associate
5801,3757473017,1225301.0,Human Resources Business Partner,Full-time,10.0,,ComplexOnsiteApply,
5802,3757473004,63920.0,Electrical Engineering Intern,Internship,5.0,,OffsiteApply,Internship
5803,3757473003,1956169.0,"Regional Sales Director, Anthogyr Southeast",Full-time,6.0,,OffsiteApply,Director
5804,3757472947,2435986.0,Logistics Account Manager (Entry Level Sales),Full-time,,,OffsiteApply,Mid-Senior level
5805,3757472890,201351.0,Lead Technical Project Manager,Full-time,10.0,,ComplexOnsiteApply,Mid-Senior level
5806,3757472857,2664556.0,Surgical Technician - CVOR,Full-time,,,SimpleOnsiteApply,Entry level
5807,3757472782,17947238.0,MES Engineer,Full-time,5.0,,ComplexOnsiteApply,
5808,3757472762,35451449.0,Sr Cloud Architect,Contract,17.0,1.0,ComplexOnsiteApply,Mid-Senior level
5809,3757472746,3249631.0,Volunteer: Board Member - Finance Background,Volunteer,,,OffsiteApply,Associate
5810,3757472742,33190802.0,Restaurant Executive Chef,Full-time,,,OffsiteApply,
5811,3757472738,3178.0,HVAC Technician,Full-time,,,OffsiteApply,Mid-Senior level
5812,3757472733,3529533.0,Volunteer: RLC Web Application Support Internship,Volunteer,,,OffsiteApply,Associate
5813,3757472730,5352294.0,RPA Business analsyt ,Contract,7.0,1.0,ComplexOnsiteApply,Mid-Senior level
5814,3757472729,95073063.0,Data Analyst,Full-time,,1.0,ComplexOnsiteApply,
5815,3757472705,35647382.0,Project HSE Advisor,Full-time,6.0,,ComplexOnsiteApply,Mid-Senior level
5816,3757472703,95073063.0,Project Manager,Full-time,,1.0,ComplexOnsiteApply,
5817,3757472693,13199621.0,Sales Administrator,Full-time,3.0,,ComplexOnsiteApply,Associate
5818,3757472616,66928.0,Associate Director of Development - Individual,Full-time,1.0,,ComplexOnsiteApply,
5819,3757472494,6487.0,"Administrative Assistant, Facilities ",Full-time,2.0,,OffsiteApply,Associate
5820,3757472447,163263.0,"Media Supervisor, OOH/Print",Full-time,,,OffsiteApply,
5821,3757472445,11056.0,Sr. Software Engineer,Full-time,3.0,,ComplexOnsiteApply,Mid-Senior level
5822,3757472419,89708691.0,Quality Assurance Improvement Quality Engineer Assistant Manager,Full-time,25.0,,OffsiteApply,Mid-Senior level
5823,3757472417,3584174.0,Multimedia Specialist,Full-time,,,ComplexOnsiteApply,
5824,3757472410,1247220.0,Quality Control Inspector,Contract,1.0,,ComplexOnsiteApply,
5825,3757472373,1457175.0,Audio Visual Technician,Full-time,8.0,,ComplexOnsiteApply,
5826,3757472360,51701268.0,Salesforce CPQ Billing Architect ,Full-time,1.0,,ComplexOnsiteApply,Mid-Senior level
5827,3757472358,14796450.0,Maintenance Mechanic,Full-time,1.0,,ComplexOnsiteApply,Associate
5828,3757472353,1616048.0,Staff Accountant - Revenue,Full-time,,,ComplexOnsiteApply,Associate
5829,3757472343,492307.0,Five9 Omni Channel Developer - (Remote),Full-time,2.0,1.0,OffsiteApply,
5830,3757472322,7027.0,Senior DevOps Engineer,Full-time,6.0,,OffsiteApply,Mid-Senior level
5831,3757472317,2736308.0,Front-end UI Angular Developer ,Contract,184.0,1.0,ComplexOnsiteApply,Mid-Senior level
5832,3757472300,7027.0,"Regional Director, Ten-X - Dallas",Full-time,,,OffsiteApply,Director
5833,3757472232,18990680.0,Business Development Officer,Full-time,5.0,,SimpleOnsiteApply,
5834,3757472210,18756.0,Field Service Technician,Full-time,,,OffsiteApply,Entry level
5835,3757472206,2425285.0,Quality Assurance Facilitator 2nd shift (several openings),Full-time,,,OffsiteApply,Mid-Senior level
5836,3757472192,838155.0,Salesforce Lead Architect,Full-time,1.0,,OffsiteApply,Mid-Senior level
5837,3757472169,11056.0,Ecommerce Marketing Manager,Full-time,2.0,,ComplexOnsiteApply,Associate
5838,3757472153,80076104.0,Executive Assistant,Full-time,14.0,,ComplexOnsiteApply,
5839,3757472150,23550989.0,Ticket Sales Manager,Full-time,2.0,,ComplexOnsiteApply,
5840,3757472112,50227.0,"Senior Director, Client Services & Operations",Full-time,11.0,1.0,OffsiteApply,Mid-Senior level
5841,3757472110,232381.0,Full Time Sales Lead - Wrentham,Full-time,,,OffsiteApply,
5842,3757472075,40783.0,IT Application Analyst,Contract,4.0,,SimpleOnsiteApply,Mid-Senior level
5843,3757472070,14510501.0,Attorney- Civil Litigation- Associate Attorney,Full-time,,,SimpleOnsiteApply,Associate
5844,3757472051,14510501.0,Attorney- Associate Attorney- Litigation,Full-time,1.0,,SimpleOnsiteApply,Associate
5845,3757472029,10872134.0,Associate Attorney/Lawyer- Commercial Litigation,Full-time,,,SimpleOnsiteApply,Associate
5846,3757472027,31065.0,"Field Engineer/Project Engineer, Advanced Industries",Full-time,,,OffsiteApply,Associate
5847,3757472026,31065.0,Skilled Trade,Full-time,,,OffsiteApply,Associate
5848,3757471993,81527214.0,Pharmacy Quality Coordinator,Full-time,17.0,1.0,OffsiteApply,Mid-Senior level
5849,3757471992,461332.0,HVAC Project Manager,Full-time,1.0,,OffsiteApply,
5850,3757471983,972069.0,Software Engineer,Full-time,16.0,,ComplexOnsiteApply,Associate
5851,3757471946,166612.0,"Senior Manager, Engineering (Mechanical) – EPIC Universe",Full-time,,,OffsiteApply,Mid-Senior level
5852,3757471937,1953006.0,Graphic Designer,Full-time,3.0,,ComplexOnsiteApply,Associate
5853,3757471929,777243.0,Senior Director,Full-time,1.0,,ComplexOnsiteApply,Director
5854,3757471916,3743186.0,Logistics Manager,Full-time,,,OffsiteApply,Mid-Senior level
5855,3757471912,79375.0,"Runner, Tipped AM",Part-time,,,OffsiteApply,Entry level
5856,3757471909,28665474.0,Behavior Technician - Full Time- Hoffman Estates,Full-time,,,OffsiteApply,
5857,3757471908,65294553.0,Senior Geotechnical Engineer(Specializing in Earthquake Engineering (OR Senior Seismologist),Full-time,,,ComplexOnsiteApply,Mid-Senior level
5858,3757471900,718282.0,Ocean Mechanical Engineer,Full-time,5.0,,ComplexOnsiteApply,Mid-Senior level
5859,3757471894,3178.0,"Manager, Health, Safety, Security & Environment",Full-time,16.0,1.0,OffsiteApply,Mid-Senior level
5860,3757471864,490432.0,Oncology Nurse,Contract,,,ComplexOnsiteApply,Mid-Senior level
5861,3757471813,1050879.0,"Volunteer: The Children's TherAplay Foundation ""TAAG"" Volunteer",Volunteer,,,OffsiteApply,Associate
5862,3757471812,1052.0,Sales Executive Fiber,Full-time,3.0,,OffsiteApply,Associate
5863,3757471775,11056.0,Kronos Business Analyst,Contract,12.0,,ComplexOnsiteApply,Mid-Senior level
5864,3757471598,32062918.0,Treasury Management Implementation and Support Specialist,Full-time,,,OffsiteApply,Mid-Senior level
5865,3757471522,1104359.0,Controls Engineer,Full-time,1.0,,ComplexOnsiteApply,Mid-Senior level
5866,3757471496,21537.0,Onsite Job - Entry Level Payments Specialist - Atlanta Georgia (30305),Contract,2.0,,ComplexOnsiteApply,Entry level
5867,3757471464,9561.0,Manufacturing Engineer,Full-time,9.0,,OffsiteApply,Mid-Senior level
5868,3757471456,73731.0,Project Accountant,Full-time,1.0,,SimpleOnsiteApply,
5869,3757471449,760983.0,"Director, ERP Architecture and Development",Full-time,,,OffsiteApply,Director
5870,3757471444,3608418.0,Manager of Purchasing and Contract Management,Full-time,1.0,,OffsiteApply,Mid-Senior level
5871,3757471432,1469921.0,Vice President Manufacturer Partnerships,Full-time,46.0,1.0,ComplexOnsiteApply,Executive
5872,3757471425,1650455.0,Neodent Territory Manager - Cleveland,Full-time,2.0,,OffsiteApply,Mid-Senior level
5873,3757471411,2300.0,"Manager, Sales and Customer Service",Full-time,,,OffsiteApply,
5874,3757471394,777243.0,Compliance Officer - Broker Dealer,Full-time,4.0,,ComplexOnsiteApply,Mid-Senior level
5875,3757471375,1264953.0,Senior Accountant,Full-time,1.0,,ComplexOnsiteApply,Associate
5876,3757471326,1264953.0,Senior Accountant,Full-time,7.0,,ComplexOnsiteApply,Associate
5877,3757471292,1650455.0,"ClearCorrect Territory Manager, Upstate NY",Part-time,,,OffsiteApply,Mid-Senior level
5878,3757471247,777243.0,Property Accountant,Full-time,,,ComplexOnsiteApply,Mid-Senior level
5879,3757471233,1052.0,Sales Executive Fiber,Full-time,,,OffsiteApply,Associate
5880,3757471229,3749364.0,Data Engineer,Contract,51.0,1.0,ComplexOnsiteApply,
5881,3757471215,26315.0,Assistant Store Manager - Spencer's,Full-time,1.0,,OffsiteApply,Mid-Senior level
5882,3757471208,3042775.0,VMware/ SimpliVity Engineer,Part-time,36.0,1.0,ComplexOnsiteApply,Mid-Senior level
5883,3757471200,60967.0,Insurance Defense Attorney,Full-time,,,SimpleOnsiteApply,Associate
5884,3757471113,40783.0,Service Desk Technican,Contract,4.0,,SimpleOnsiteApply,Entry level
5885,3757471098,63730.0,Bilingual Military Community Field Consultant,Full-time,1.0,,OffsiteApply,Mid-Senior level
5886,3757471074,107699.0,Production Utility,Full-time,,,OffsiteApply,Entry level
5887,3757471045,5095301.0,"Director, Paid Social",Full-time,6.0,,OffsiteApply,Director
5888,3757471022,17695.0,Minneapolis – Staff Attorney – Trusts and Estates,Full-time,,,OffsiteApply,
5889,3757470976,14796450.0,Sheet Metal Journeyman,Full-time,,,SimpleOnsiteApply,Associate
5890,3757470968,98517527.0,"Senior Vice President of Real Estate, Development and Procurement",Full-time,6.0,,ComplexOnsiteApply,
5891,3757470956,32818.0,Review Consultant,Full-time,5.0,1.0,OffsiteApply,Mid-Senior level
5892,3757470939,76452487.0,General Manager,Full-time,,,OffsiteApply,Mid-Senior level
5893,3757470934,570101.0,Collections Specialist,Full-time,4.0,,ComplexOnsiteApply,
5894,3757470931,166551.0,"FSQA Technician - 1st shift FULL TIME - Tecumseh, NE",Full-time,,,OffsiteApply,Entry level
5895,3757470924,86001745.0,Principal Statistical Programmer,Full-time,7.0,1.0,ComplexOnsiteApply,Mid-Senior level
5896,3757470913,64274685.0,Tier 2 VoIP Support Specialist,Full-time,1.0,,ComplexOnsiteApply,Associate
5897,3757470895,5938516.0,Senior Business Analyst,Contract,17.0,,ComplexOnsiteApply,Mid-Senior level
5898,3757470771,14632005.0,HRMS Consultant,Contract,2.0,,ComplexOnsiteApply,Mid-Senior level
5899,3757470671,32062918.0,Executive Assistant,Full-time,2.0,,OffsiteApply,Mid-Senior level
5900,3757470663,9075575.0,APEX Accelerator Business Development Consultant,Full-time,,,OffsiteApply,
5901,3757470600,11092139.0,Per diem CT technologist,Other,,,SimpleOnsiteApply,
5902,3757470595,79383535.0,Python Developer/ Data Scientist -W2 only,Contract,83.0,1.0,ComplexOnsiteApply,Mid-Senior level
5903,3757470575,11135368.0,Java Developer (W2 role),Contract,9.0,,ComplexOnsiteApply,
5904,3757470568,316322.0,Construction Superintendent,Full-time,2.0,,SimpleOnsiteApply,Mid-Senior level
5905,3757470562,1996384.0,Property Administrator,Full-time,2.0,,OffsiteApply,Entry level
5906,3757470545,163828.0,Commercial Portfolio Manager I,Full-time,,,OffsiteApply,
